GeneID	Phylostratum
WBGene00011710	11
WBGene00011712	13
WBGene00011713	2
WBGene00011715	13
WBGene00011717	1
WBGene00011718	1
WBGene00011719	1
WBGene00011720	2
WBGene00011722	1
WBGene00011723	2
WBGene00011724	1
WBGene00011725	6
WBGene00011726	2
WBGene00011727	1
WBGene00011729	1
WBGene00011730	1
WBGene00011731	2
WBGene00011732	1
WBGene00011733	7
WBGene00011734	1
WBGene00011735	1
WBGene00011736	2
WBGene00011737	2
WBGene00011738	2
WBGene00011739	2
WBGene00011740	1
WBGene00011741	12
WBGene00011742	2
WBGene00011743	1
WBGene00011744	0
WBGene00011745	2
WBGene00011746	5
WBGene00011747	1
WBGene00011749	1
WBGene00011750	2
WBGene00011751	9
WBGene00011752	12
WBGene00011753	9
WBGene00011754	7
WBGene00011755	1
WBGene00011756	2
WBGene00011757	4
WBGene00011758	1
WBGene00011759	1
WBGene00011760	1
WBGene00011761	1
WBGene00011762	8
WBGene00011763	11
WBGene00011765	2
WBGene00011767	3
WBGene00011768	1
WBGene00011770	0
WBGene00011771	1
WBGene00011772	11
WBGene00011773	1
WBGene00011774	6
WBGene00011775	1
WBGene00011776	2
WBGene00011777	7
WBGene00011778	5
WBGene00011779	3
WBGene00011780	6
WBGene00011781	2
WBGene00011782	8
WBGene00011783	1
WBGene00011784	5
WBGene00011785	8
WBGene00011786	2
WBGene00011788	7
WBGene00011789	7
WBGene00011790	13
WBGene00011791	1
WBGene00011793	2
WBGene00011794	2
WBGene00011795	2
WBGene00011796	2
WBGene00011797	2
WBGene00011798	2
WBGene00011799	2
WBGene00011800	2
WBGene00011801	2
WBGene00011802	1
WBGene00011803	2
WBGene00011804	13
WBGene00011805	11
WBGene00011806	2
WBGene00011807	1
WBGene00011808	1
WBGene00011809	11
WBGene00011810	2
WBGene00011811	0
WBGene00011812	11
WBGene00011813	8
WBGene00011814	1
WBGene00011815	2
WBGene00011816	8
WBGene00011817	2
WBGene00011819	7
WBGene00011820	2
WBGene00011821	1
WBGene00011822	5
WBGene00011823	11
WBGene00011824	1
WBGene00011826	1
WBGene00011827	2
WBGene00011828	1
WBGene00011829	2
WBGene00011830	2
WBGene00011831	1
WBGene00011832	1
WBGene00011833	2
WBGene00011834	1
WBGene00011835	2
WBGene00011836	2
WBGene00011837	5
WBGene00011838	2
WBGene00011839	2
WBGene00011840	12
WBGene00011841	13
WBGene00011844	7
WBGene00011846	12
WBGene00011847	12
WBGene00011848	12
WBGene00011849	2
WBGene00011850	2
WBGene00011852	4
WBGene00011853	4
WBGene00011854	5
WBGene00011855	10
WBGene00011856	4
WBGene00011857	4
WBGene00011858	1
WBGene00011859	2
WBGene00011860	1
WBGene00011864	4
WBGene00011867	1
WBGene00011868	2
WBGene00011869	10
WBGene00011870	10
WBGene00011871	1
WBGene00011872	1
WBGene00011873	1
WBGene00011874	1
WBGene00011875	3
WBGene00011876	12
WBGene00011877	10
WBGene00011878	3
WBGene00011879	1
WBGene00011880	1
WBGene00011882	1
WBGene00011883	1
WBGene00011884	1
WBGene00011885	2
WBGene00011886	2
WBGene00011887	2
WBGene00011888	2
WBGene00011890	1
WBGene00011891	2
WBGene00011892	2
WBGene00011893	3
WBGene00011894	11
WBGene00011895	7
WBGene00011896	7
WBGene00011897	1
WBGene00011898	7
WBGene00011899	6
WBGene00011900	0
WBGene00011902	0
WBGene00011903	11
WBGene00011904	1
WBGene00011906	1
WBGene00011908	1
WBGene00011909	1
WBGene00011910	1
WBGene00011911	2
WBGene00011912	1
WBGene00011913	2
WBGene00011914	1
WBGene00011915	2
WBGene00011916	8
WBGene00011917	2
WBGene00011918	2
WBGene00011919	11
WBGene00011920	9
WBGene00011921	10
WBGene00011922	4
WBGene00011923	2
WBGene00011924	11
WBGene00011925	11
WBGene00011926	1
WBGene00011927	2
WBGene00011928	2
WBGene00011929	7
WBGene00011930	12
WBGene00011931	8
WBGene00011932	1
WBGene00011934	0
WBGene00011935	4
WBGene00011936	1
WBGene00011937	2
WBGene00011938	1
WBGene00011939	1
WBGene00011940	8
WBGene00011941	2
WBGene00011942	13
WBGene00011943	11
WBGene00011944	1
WBGene00011945	1
WBGene00011948	2
WBGene00011949	6
WBGene00011950	4
WBGene00011951	2
WBGene00011952	4
WBGene00011953	1
WBGene00011954	2
WBGene00011955	2
WBGene00011956	6
WBGene00011957	2
WBGene00011958	13
WBGene00011959	2
WBGene00011960	4
WBGene00011961	4
WBGene00011962	1
WBGene00011963	4
WBGene00011964	1
WBGene00011965	2
WBGene00011966	2
WBGene00011967	1
WBGene00011968	6
WBGene00011969	2
WBGene00011970	1
WBGene00011971	2
WBGene00011972	2
WBGene00011973	12
WBGene00011974	7
WBGene00011975	1
WBGene00011976	2
WBGene00011977	5
WBGene00011978	2
WBGene00011979	10
WBGene00011980	7
WBGene00011981	0
WBGene00011982	0
WBGene00011983	12
WBGene00011984	5
WBGene00011985	2
WBGene00011986	2
WBGene00011988	2
WBGene00011989	13
WBGene00011990	12
WBGene00011991	13
WBGene00011992	1
WBGene00011994	2
WBGene00011995	2
WBGene00011996	2
WBGene00011997	6
WBGene00011999	5
WBGene00012000	1
WBGene00012002	2
WBGene00012003	13
WBGene00012004	2
WBGene00012005	1
WBGene00012007	1
WBGene00012008	7
WBGene00012009	2
WBGene00012010	7
WBGene00012011	9
WBGene00012012	8
WBGene00012013	2
WBGene00012014	11
WBGene00012015	1
WBGene00012016	1
WBGene00012017	2
WBGene00012018	4
WBGene00012019	1
WBGene00012020	1
WBGene00012021	11
WBGene00012022	4
WBGene00012023	4
WBGene00012024	4
WBGene00012025	4
WBGene00012026	13
WBGene00012027	12
WBGene00012028	13
WBGene00012029	1
WBGene00012030	1
WBGene00012031	1
WBGene00012032	2
WBGene00012033	1
WBGene00012034	2
WBGene00012035	2
WBGene00012036	7
WBGene00012037	2
WBGene00012038	13
WBGene00012039	0
WBGene00012040	0
WBGene00012041	13
WBGene00012042	12
WBGene00012043	11
WBGene00012044	6
WBGene00012045	2
WBGene00012046	2
WBGene00012049	2
WBGene00012050	12
WBGene00012051	13
WBGene00012052	13
WBGene00012054	5
WBGene00012055	5
WBGene00012056	11
WBGene00012057	1
WBGene00012059	1
WBGene00012060	0
WBGene00012061	1
WBGene00012062	7
WBGene00012063	13
WBGene00012064	11
WBGene00012065	13
WBGene00012066	11
WBGene00012067	2
WBGene00012068	4
WBGene00012069	7
WBGene00012070	2
WBGene00012072	11
WBGene00012073	1
WBGene00012074	0
WBGene00012075	13
WBGene00012081	13
WBGene00012083	11
WBGene00012084	2
WBGene00012085	2
WBGene00012086	7
WBGene00012087	5
WBGene00012088	12
WBGene00012089	12
WBGene00012090	12
WBGene00012091	12
WBGene00012093	12
WBGene00012094	1
WBGene00012095	1
WBGene00012096	0
WBGene00012097	1
WBGene00012099	1
WBGene00012100	1
WBGene00012101	5
WBGene00012102	2
WBGene00012103	4
WBGene00012104	7
WBGene00012105	1
WBGene00012106	2
WBGene00012107	2
WBGene00012108	2
WBGene00012109	13
WBGene00012110	13
WBGene00012111	13
WBGene00012112	13
WBGene00012113	11
WBGene00012114	2
WBGene00012115	2
WBGene00012116	3
WBGene00012117	2
WBGene00012118	10
WBGene00012119	13
WBGene00012120	2
WBGene00012121	2
WBGene00012122	2
WBGene00012123	5
WBGene00012124	1
WBGene00012125	2
WBGene00012126	1
WBGene00012127	2
WBGene00012128	2
WBGene00012130	1
WBGene00012131	1
WBGene00012132	3
WBGene00012134	11
WBGene00012135	2
WBGene00012136	4
WBGene00012137	3
WBGene00012138	2
WBGene00012139	2
WBGene00012140	3
WBGene00012142	1
WBGene00012143	1
WBGene00012144	1
WBGene00012145	5
WBGene00012146	13
WBGene00012148	2
WBGene00012149	1
WBGene00012150	2
WBGene00012151	13
WBGene00012152	11
WBGene00012155	8
WBGene00012156	1
WBGene00012157	9
WBGene00012158	4
WBGene00012159	13
WBGene00012162	1
WBGene00012163	7
WBGene00012164	2
WBGene00012165	1
WBGene00012166	1
WBGene00012167	2
WBGene00012168	2
WBGene00012169	2
WBGene00012170	1
WBGene00012171	0
WBGene00012172	7
WBGene00012173	8
WBGene00012174	12
WBGene00012175	5
WBGene00012176	8
WBGene00012177	4
WBGene00012178	2
WBGene00012179	1
WBGene00012180	5
WBGene00012181	10
WBGene00012182	1
WBGene00012183	2
WBGene00012184	1
WBGene00012185	5
WBGene00012186	1
WBGene00012187	1
WBGene00012188	2
WBGene00012190	3
WBGene00012191	2
WBGene00012192	2
WBGene00012193	1
WBGene00012194	12
WBGene00012195	12
WBGene00012196	12
WBGene00012197	2
WBGene00012198	2
WBGene00012199	2
WBGene00012201	2
WBGene00012203	1
WBGene00012204	1
WBGene00012205	1
WBGene00012206	2
WBGene00012207	2
WBGene00012208	2
WBGene00012209	4
WBGene00012210	2
WBGene00012211	1
WBGene00012212	0
WBGene00012213	0
WBGene00012214	0
WBGene00012215	0
WBGene00012216	2
WBGene00012217	11
WBGene00012219	8
WBGene00012220	7
WBGene00012221	9
WBGene00012222	2
WBGene00012223	8
WBGene00012224	7
WBGene00012225	1
WBGene00012226	11
WBGene00012227	3
WBGene00012228	13
WBGene00012230	1
WBGene00012231	0
WBGene00012232	12
WBGene00012233	13
WBGene00012234	1
WBGene00012235	11
WBGene00012236	2
WBGene00012237	0
WBGene00012238	13
WBGene00012239	13
WBGene00012240	13
WBGene00012241	3
WBGene00012242	2
WBGene00012243	4
WBGene00012244	1
WBGene00012245	1
WBGene00012246	12
WBGene00012247	13
WBGene00012248	0
WBGene00012249	13
WBGene00012250	13
WBGene00012251	1
WBGene00012252	13
WBGene00012253	1
WBGene00012254	0
WBGene00012255	1
WBGene00012256	1
WBGene00012257	1
WBGene00012258	1
WBGene00012259	1
WBGene00012260	4
WBGene00012261	1
WBGene00012264	13
WBGene00012265	13
WBGene00012266	13
WBGene00012267	4
WBGene00012268	4
WBGene00012269	13
WBGene00012270	12
WBGene00012271	1
WBGene00012272	2
WBGene00012274	1
WBGene00012275	2
WBGene00012276	1
WBGene00012277	4
WBGene00012278	10
WBGene00012279	2
WBGene00012280	1
WBGene00012281	7
WBGene00012282	9
WBGene00012283	2
WBGene00012285	7
WBGene00012286	4
WBGene00012287	4
WBGene00012288	4
WBGene00012289	1
WBGene00012291	1
WBGene00012293	10
WBGene00012294	0
WBGene00012295	1
WBGene00012296	2
WBGene00012297	2
WBGene00012298	1
WBGene00012299	0
WBGene00012300	11
WBGene00012301	0
WBGene00012302	1
WBGene00012303	13
WBGene00012304	1
WBGene00012305	0
WBGene00012306	1
WBGene00012307	2
WBGene00012308	2
WBGene00012309	0
WBGene00012310	2
WBGene00012311	13
WBGene00012312	0
WBGene00012313	13
WBGene00012314	13
WBGene00012315	1
WBGene00012316	1
WBGene00012317	8
WBGene00012318	7
WBGene00012319	1
WBGene00012321	7
WBGene00012322	1
WBGene00012323	2
WBGene00012324	2
WBGene00012325	4
WBGene00012326	1
WBGene00012328	3
WBGene00012329	4
WBGene00012330	2
WBGene00012332	3
WBGene00012333	4
WBGene00012334	7
WBGene00012335	0
WBGene00012336	2
WBGene00012337	1
WBGene00012339	1
WBGene00012340	3
WBGene00012341	1
WBGene00012342	1
WBGene00012343	2
WBGene00012344	1
WBGene00012345	2
WBGene00012346	2
WBGene00012347	2
WBGene00012348	1
WBGene00012349	2
WBGene00012351	1
WBGene00012352	1
WBGene00012353	1
WBGene00012354	1
WBGene00012356	2
WBGene00012357	11
WBGene00012358	2
WBGene00012359	2
WBGene00012360	1
WBGene00012361	1
WBGene00012362	1
WBGene00012363	2
WBGene00012364	2
WBGene00012365	3
WBGene00012366	1
WBGene00012369	1
WBGene00012370	1
WBGene00012371	2
WBGene00012372	1
WBGene00012373	2
WBGene00012374	0
WBGene00012375	1
WBGene00012376	1
WBGene00012378	0
WBGene00012379	1
WBGene00012380	0
WBGene00012381	11
WBGene00012382	1
WBGene00012383	1
WBGene00012385	2
WBGene00012386	1
WBGene00012387	11
WBGene00012389	2
WBGene00012390	1
WBGene00012391	1
WBGene00012393	2
WBGene00012394	2
WBGene00012395	5
WBGene00012396	12
WBGene00012397	10
WBGene00012398	11
WBGene00012399	10
WBGene00012400	10
WBGene00012401	7
WBGene00012402	1
WBGene00012404	13
WBGene00012405	11
WBGene00012406	13
WBGene00012407	3
WBGene00012408	0
WBGene00012409	11
WBGene00012411	0
WBGene00012412	0
WBGene00012413	0
WBGene00012414	0
WBGene00012415	0
WBGene00012416	3
WBGene00012420	3
WBGene00012421	3
WBGene00012423	1
WBGene00012424	4
WBGene00012425	4
WBGene00012428	5
WBGene00012429	7
WBGene00012431	0
WBGene00012432	2
WBGene00012433	2
WBGene00012434	3
WBGene00012435	2
WBGene00012436	2
WBGene00012437	2
WBGene00012439	2
WBGene00012440	6
WBGene00012441	2
WBGene00012442	2
WBGene00012443	2
WBGene00012444	6
WBGene00012445	5
WBGene00012446	12
WBGene00012448	3
WBGene00012449	2
WBGene00012450	12
WBGene00012451	12
WBGene00012452	0
WBGene00012454	11
WBGene00012455	0
WBGene00012456	12
WBGene00012457	2
WBGene00012458	1
WBGene00012459	1
WBGene00012460	1
WBGene00012461	5
WBGene00012462	11
WBGene00012463	1
WBGene00012464	1
WBGene00012465	1
WBGene00012466	1
WBGene00012467	12
WBGene00012468	2
WBGene00012469	1
WBGene00012471	2
WBGene00012472	9
WBGene00012473	0
WBGene00012474	8
WBGene00012475	10
WBGene00012476	1
WBGene00012477	0
WBGene00012478	1
WBGene00012479	1
WBGene00012480	7
WBGene00012481	10
WBGene00012482	7
WBGene00012483	2
WBGene00012484	1
WBGene00012486	13
WBGene00012487	4
WBGene00012488	7
WBGene00012489	2
WBGene00012490	11
WBGene00012491	13
WBGene00012492	13
WBGene00012494	2
WBGene00012496	4
WBGene00012497	1
WBGene00012500	11
WBGene00012501	0
WBGene00012502	11
WBGene00012503	13
WBGene00012504	13
WBGene00012505	12
WBGene00012509	1
WBGene00012512	11
WBGene00012513	11
WBGene00012514	2
WBGene00012515	7
WBGene00012516	2
WBGene00012518	2
WBGene00012520	0
WBGene00012521	12
WBGene00012522	4
WBGene00012523	12
WBGene00012524	9
WBGene00012525	13
WBGene00012527	7
WBGene00012528	1
WBGene00012529	2
WBGene00012530	4
WBGene00012531	2
WBGene00012532	2
WBGene00012533	12
WBGene00012535	5
WBGene00012536	2
WBGene00012537	0
WBGene00012538	2
WBGene00012540	2
WBGene00012541	11
WBGene00012542	11
WBGene00012543	1
WBGene00012544	1
WBGene00012545	2
WBGene00012546	2
WBGene00012547	2
WBGene00012548	5
WBGene00012549	5
WBGene00012550	2
WBGene00012551	12
WBGene00012552	7
WBGene00012553	1
WBGene00012554	1
WBGene00012555	1
WBGene00012556	1
WBGene00012557	4
WBGene00012558	1
WBGene00012559	1
WBGene00012560	2
WBGene00012561	10
WBGene00012562	4
WBGene00012564	12
WBGene00012565	12
WBGene00012566	12
WBGene00012567	12
WBGene00012570	13
WBGene00012571	13
WBGene00012574	12
WBGene00012575	2
WBGene00012576	2
WBGene00012578	2
WBGene00012579	0
WBGene00012580	11
WBGene00012581	13
WBGene00012582	4
WBGene00012583	4
WBGene00012584	12
WBGene00012585	2
WBGene00012586	12
WBGene00012587	7
WBGene00012589	7
WBGene00012590	7
WBGene00012591	7
WBGene00012592	0
WBGene00012593	7
WBGene00012594	7
WBGene00012595	5
WBGene00012596	13
WBGene00012597	12
WBGene00012600	1
WBGene00012602	2
WBGene00012603	7
WBGene00012604	7
WBGene00012605	8
WBGene00012606	2
WBGene00012607	7
WBGene00012608	2
WBGene00012609	5
WBGene00012610	2
WBGene00012612	5
WBGene00012614	6
WBGene00012615	12
WBGene00012616	2
WBGene00012617	0
WBGene00012621	2
WBGene00012622	13
WBGene00012624	13
WBGene00012625	7
WBGene00012626	2
WBGene00012627	8
WBGene00012628	2
WBGene00012629	1
WBGene00012630	0
WBGene00012631	6
WBGene00012632	1
WBGene00012633	11
WBGene00012634	5
WBGene00012635	6
WBGene00012636	3
WBGene00012637	1
WBGene00012638	2
WBGene00012639	1
WBGene00012640	12
WBGene00012641	2
WBGene00012642	7
WBGene00012643	2
WBGene00012644	1
WBGene00012645	1
WBGene00012646	5
WBGene00012647	1
WBGene00012648	1
WBGene00012649	0
WBGene00012650	1
WBGene00012651	1
WBGene00012652	1
WBGene00012654	12
WBGene00012655	12
WBGene00012656	8
WBGene00012657	2
WBGene00012658	2
WBGene00012659	3
WBGene00012660	7
WBGene00012661	2
WBGene00012662	2
WBGene00012663	1
WBGene00012664	5
WBGene00012665	1
WBGene00012666	1
WBGene00012668	12
WBGene00012669	2
WBGene00012670	2
WBGene00012671	2
WBGene00012672	11
WBGene00012673	2
WBGene00012674	5
WBGene00012675	9
WBGene00012676	1
WBGene00012678	2
WBGene00012681	1
WBGene00012682	1
WBGene00012683	1
WBGene00012684	2
WBGene00012686	2
WBGene00012688	2
WBGene00012689	12
WBGene00012692	1
WBGene00012693	2
WBGene00012694	1
WBGene00012695	2
WBGene00012696	1
WBGene00012697	1
WBGene00012698	5
WBGene00012699	2
WBGene00012700	7
WBGene00012701	2
WBGene00012702	12
WBGene00012703	12
WBGene00012704	2
WBGene00012705	2
WBGene00012707	2
WBGene00012708	2
WBGene00012709	2
WBGene00012710	0
WBGene00012711	11
WBGene00012712	1
WBGene00012713	1
WBGene00012714	1
WBGene00012715	1
WBGene00012716	2
WBGene00012717	1
WBGene00012718	1
WBGene00012719	7
WBGene00012720	7
WBGene00012721	8
WBGene00012722	2
WBGene00012723	11
WBGene00012724	4
WBGene00012725	4
WBGene00012726	4
WBGene00012727	2
WBGene00012728	2
WBGene00012729	2
WBGene00012730	1
WBGene00012731	2
WBGene00012732	2
WBGene00012734	2
WBGene00012735	1
WBGene00012738	2
WBGene00012739	1
WBGene00012740	1
WBGene00012741	1
WBGene00012742	4
WBGene00012743	4
WBGene00012744	4
WBGene00012747	10
WBGene00012748	5
WBGene00012750	2
WBGene00012753	9
WBGene00012754	5
WBGene00012755	2
WBGene00012756	1
WBGene00012757	5
WBGene00012758	2
WBGene00012759	2
WBGene00012760	0
WBGene00012761	9
WBGene00012762	1
WBGene00012763	2
WBGene00012764	2
WBGene00012765	1
WBGene00012766	4
WBGene00012767	2
WBGene00012768	3
WBGene00012769	2
WBGene00012770	4
WBGene00012771	4
WBGene00012772	4
WBGene00012773	4
WBGene00012775	4
WBGene00012776	2
WBGene00012777	2
WBGene00012778	5
WBGene00012779	2
WBGene00012780	2
WBGene00012781	5
WBGene00012782	5
WBGene00012783	11
WBGene00012784	7
WBGene00012785	1
WBGene00012786	1
WBGene00012787	2
WBGene00012788	4
WBGene00012789	2
WBGene00012790	2
WBGene00012791	2
WBGene00012792	1
WBGene00012794	2
WBGene00012795	11
WBGene00012796	1
WBGene00012798	11
WBGene00012799	1
WBGene00012802	7
WBGene00012803	1
WBGene00012804	1
WBGene00012806	1
WBGene00012807	1
WBGene00012808	8
WBGene00012809	9
WBGene00012810	1
WBGene00012811	2
WBGene00012812	2
WBGene00012813	1
WBGene00012814	1
WBGene00012815	3
WBGene00012816	1
WBGene00012818	13
WBGene00012819	13
WBGene00012820	10
WBGene00012821	11
WBGene00012822	13
WBGene00012823	13
WBGene00012824	13
WBGene00012825	11
WBGene00012826	2
WBGene00012827	13
WBGene00012828	2
WBGene00012829	2
WBGene00012830	1
WBGene00012831	0
WBGene00012832	1
WBGene00012833	9
WBGene00012834	2
WBGene00012835	2
WBGene00012836	13
WBGene00012837	13
WBGene00012838	0
WBGene00012840	11
WBGene00012841	12
WBGene00012844	12
WBGene00012845	1
WBGene00012846	7
WBGene00012847	7
WBGene00012848	13
WBGene00012849	10
WBGene00012850	2
WBGene00012851	12
WBGene00012852	13
WBGene00012853	2
WBGene00012854	2
WBGene00012855	1
WBGene00012856	4
WBGene00012857	3
WBGene00012858	1
WBGene00012859	5
WBGene00012860	4
WBGene00012861	2
WBGene00012862	0
WBGene00012863	4
WBGene00012864	2
WBGene00012866	1
WBGene00012867	1
WBGene00012868	2
WBGene00012869	2
WBGene00012871	4
WBGene00012872	4
WBGene00012873	4
WBGene00012874	12
WBGene00012875	2
WBGene00012877	13
WBGene00012878	13
WBGene00012879	12
WBGene00012880	11
WBGene00012883	5
WBGene00012885	1
WBGene00012886	2
WBGene00012887	2
WBGene00012888	1
WBGene00012889	2
WBGene00012890	2
WBGene00012891	1
WBGene00012892	7
WBGene00012893	6
WBGene00012894	1
WBGene00012895	2
WBGene00012896	1
WBGene00012897	2
WBGene00012899	13
WBGene00012900	13
WBGene00012901	7
WBGene00012903	1
WBGene00012904	1
WBGene00012905	7
WBGene00012906	0
WBGene00012907	1
WBGene00012908	1
WBGene00012909	2
WBGene00012910	0
WBGene00012911	2
WBGene00012912	3
WBGene00012913	0
WBGene00012914	2
WBGene00012915	1
WBGene00012916	13
WBGene00012917	1
WBGene00012919	7
WBGene00012920	2
WBGene00012921	12
WBGene00012922	13
WBGene00012923	12
WBGene00012925	2
WBGene00012926	11
WBGene00012927	1
WBGene00012928	7
WBGene00012929	1
WBGene00012930	1
WBGene00012931	8
WBGene00012932	1
WBGene00012933	2
WBGene00012934	2
WBGene00012935	1
WBGene00012936	1
WBGene00012937	4
WBGene00012938	11
WBGene00012939	2
WBGene00012940	2
WBGene00012941	1
WBGene00012942	1
WBGene00012943	2
WBGene00012945	13
WBGene00012946	13
WBGene00012947	9
WBGene00012948	1
WBGene00012950	1
WBGene00012951	8
WBGene00012952	3
WBGene00012953	12
WBGene00012955	12
WBGene00012958	12
WBGene00012959	11
WBGene00012960	11
WBGene00012961	11
WBGene00012962	2
WBGene00012964	1
WBGene00012965	12
WBGene00012966	1
WBGene00012967	2
WBGene00012968	1
WBGene00012969	11
WBGene00012970	1
WBGene00012972	7
WBGene00012973	8
WBGene00012976	2
WBGene00012977	1
WBGene00012978	1
WBGene00012979	2
WBGene00012980	1
WBGene00012981	13
WBGene00012982	2
WBGene00012983	1
WBGene00012984	1
WBGene00012987	2
WBGene00012988	2
WBGene00012989	2
WBGene00012990	1
WBGene00012992	1
WBGene00012993	3
WBGene00012994	9
WBGene00012995	1
WBGene00012996	1
WBGene00012997	2
WBGene00012998	2
WBGene00012999	1
WBGene00013000	2
WBGene00013001	1
WBGene00013002	1
WBGene00013004	1
WBGene00013006	4
WBGene00013007	2
WBGene00013008	2
WBGene00013009	11
WBGene00013011	1
WBGene00013013	9
WBGene00013014	1
WBGene00013015	1
WBGene00013017	2
WBGene00013018	2
WBGene00013019	8
WBGene00013020	1
WBGene00013021	2
WBGene00013023	12
WBGene00013024	1
WBGene00013025	1
WBGene00013026	2
WBGene00013027	7
WBGene00013028	2
WBGene00013029	1
WBGene00013030	2
WBGene00013033	11
WBGene00013034	1
WBGene00013035	5
WBGene00013036	13
WBGene00013037	5
WBGene00013038	1
WBGene00013039	1
WBGene00013040	8
WBGene00013041	1
WBGene00013042	1
WBGene00013043	5
WBGene00013044	10
WBGene00013045	11
WBGene00013046	5
WBGene00013047	0
WBGene00013048	2
WBGene00013049	1
WBGene00013050	5
WBGene00013052	9
WBGene00013053	12
WBGene00013054	12
WBGene00013055	7
WBGene00013058	7
WBGene00013060	13
WBGene00013061	13
WBGene00013062	7
WBGene00013063	13
WBGene00013064	13
WBGene00013066	7
WBGene00013067	2
WBGene00013068	8
WBGene00013069	12
WBGene00013070	12
WBGene00013071	12
WBGene00013072	8
WBGene00013073	1
WBGene00013074	1
WBGene00013075	1
WBGene00013076	8
WBGene00013077	8
WBGene00013078	8
WBGene00013079	1
WBGene00013080	1
WBGene00013081	4
WBGene00013082	2
WBGene00013083	1
WBGene00013085	3
WBGene00013086	11
WBGene00013087	7
WBGene00013088	4
WBGene00013089	12
WBGene00013090	0
WBGene00013091	7
WBGene00013093	1
WBGene00013094	1
WBGene00013095	2
WBGene00013096	7
WBGene00013098	8
WBGene00013100	2
WBGene00013101	5
WBGene00013102	13
WBGene00013103	2
WBGene00013104	6
WBGene00013105	13
WBGene00013106	1
WBGene00013107	2
WBGene00013109	1
WBGene00013111	1
WBGene00013116	11
WBGene00013117	11
WBGene00013118	11
WBGene00013119	2
WBGene00013120	13
WBGene00013121	8
WBGene00013122	1
WBGene00013123	1
WBGene00013124	1
WBGene00013125	7
WBGene00013126	7
WBGene00013127	2
WBGene00013128	2
WBGene00013129	2
WBGene00013130	9
WBGene00013131	2
WBGene00013132	1
WBGene00013135	1
WBGene00013136	2
WBGene00013137	7
WBGene00013138	5
WBGene00013139	1
WBGene00013140	1
WBGene00013141	0
WBGene00013142	12
WBGene00013143	1
WBGene00013144	1
WBGene00013145	7
WBGene00013146	5
WBGene00013147	2
WBGene00013148	13
WBGene00013149	7
WBGene00013150	1
WBGene00013151	1
WBGene00013152	0
WBGene00013154	13
WBGene00013156	2
WBGene00013157	10
WBGene00013158	2
WBGene00013159	2
WBGene00013160	1
WBGene00013161	2
WBGene00013163	0
WBGene00013164	1
WBGene00013165	11
WBGene00013166	6
WBGene00013167	2
WBGene00013168	1
WBGene00013169	4
WBGene00013170	7
WBGene00013171	2
WBGene00013172	13
WBGene00013173	2
WBGene00013175	2
WBGene00013176	1
WBGene00013177	5
WBGene00013178	10
WBGene00013179	13
WBGene00013180	1
WBGene00013181	2
WBGene00013182	13
WBGene00013184	13
WBGene00013186	0
WBGene00013187	1
WBGene00013188	1
WBGene00013189	1
WBGene00013190	2
WBGene00013192	0
WBGene00013193	9
WBGene00013194	6
WBGene00013195	2
WBGene00013196	1
WBGene00013197	1
WBGene00013198	3
WBGene00013200	1
WBGene00013201	1
WBGene00013202	1
WBGene00013203	4
WBGene00013204	1
WBGene00013207	2
WBGene00013208	11
WBGene00013209	1
WBGene00013210	2
WBGene00013211	2
WBGene00013212	2
WBGene00013213	2
WBGene00013214	4
WBGene00013215	2
WBGene00013216	2
WBGene00013217	1
WBGene00013218	1
WBGene00013219	1
WBGene00013220	1
WBGene00013221	13
WBGene00013222	2
WBGene00013223	1
WBGene00013224	1
WBGene00013225	1
WBGene00013226	2
WBGene00013227	9
WBGene00013228	1
WBGene00013230	13
WBGene00013231	2
WBGene00013232	2
WBGene00013233	13
WBGene00013234	13
WBGene00013235	2
WBGene00013236	2
WBGene00013237	1
WBGene00013238	2
WBGene00013239	2
WBGene00013240	1
WBGene00013241	1
WBGene00013242	0
WBGene00013243	2
WBGene00013244	1
WBGene00013247	13
WBGene00013249	13
WBGene00013250	13
WBGene00013253	13
WBGene00013254	12
WBGene00013255	1
WBGene00013256	1
WBGene00013257	6
WBGene00013258	1
WBGene00013259	1
WBGene00013260	2
WBGene00013261	2
WBGene00013263	1
WBGene00013264	2
WBGene00013265	2
WBGene00013266	1
WBGene00013267	4
WBGene00013268	1
WBGene00013269	2
WBGene00013270	2
WBGene00013272	5
WBGene00013273	2
WBGene00013275	12
WBGene00013276	4
WBGene00013277	4
WBGene00013278	13
WBGene00013279	7
WBGene00013280	13
WBGene00013281	4
WBGene00013282	4
WBGene00013284	2
WBGene00013285	2
WBGene00013286	2
WBGene00013287	2
WBGene00013288	2
WBGene00013289	1
WBGene00013290	6
WBGene00013292	2
WBGene00013293	7
WBGene00013294	12
WBGene00013295	5
WBGene00013296	12
WBGene00013297	11
WBGene00013298	9
WBGene00013299	7
WBGene00013300	4
WBGene00013301	2
WBGene00013302	2
WBGene00013303	7
WBGene00013304	12
WBGene00013306	9
WBGene00013307	2
WBGene00013308	2
WBGene00013310	7
WBGene00013311	1
WBGene00013312	2
WBGene00013315	3
WBGene00013317	1
WBGene00013318	7
WBGene00013319	2
WBGene00013321	2
WBGene00013322	2
WBGene00013323	2
WBGene00013324	1
WBGene00013325	8
WBGene00013326	2
WBGene00013327	2
WBGene00013328	4
WBGene00013329	13
WBGene00013330	13
WBGene00013331	1
WBGene00013332	2
