age	ID	ageN
N1	G017972	2
N1	G006442	2
N1	G004826	2
N1	G004832	2
N1	G016876	2
N1	G020837	2
N1	G023084	2
N1	G023832	2
N1	G014362	2
N1	G008471	2
N1	G008468	2
N1	G008467	2
N1	G007794	2
N1	G007985	2
N1	G007986	2
N1	G007979	2
N1	G007982	2
N1	G007981	2
N1	G021924	2
N1	G021925	2
N1	G006552	2
N1	G013452	2
N1	G010800	2
N1	G021435	2
N1	G016407	2
N1	G004292	2
N1	G004293	2
N1	G004311	2
N1	G016475	2
N1	G020059	2
N1	G020012	2
N1	G013862	2
N1	G008609	2
N1	G008249	2
N1	G007828	2
N1	G008610	2
N1	G007822	2
N1	G017488	2
N1	G017489	2
N1	G009341	2
N1	G012183	2
N1	G008310	2
N1	G026772	2
N1	G017289	2
N1	G016957	2
N1	G011733	2
N1	G022420	2
N1	G021319	2
N1	G024758	2
N1	G004950	2
N1	G027263	2
N1	G027258	2
N1	G027252	2
N1	G027581	2
N1	G026851	2
N1	G012406	2
N1	G017279	2
N1	G026683	2
N1	G026677	2
N1	G008005	2
N1	G020951	2
N1	G005217	2
N1	G001605	2
N1	G005448	2
N1	G018695	2
N1	G023233	2
N1	G005108	2
N1	G027543	2
N1	G020563	2
N1	G024505	2
N1	G003646	2
N1	G024031	2
N1	G001203	2
N1	G022360	2
N1	G001298	2
N1	G001296	2
N1	G022426	2
N1	G023855	2
N1	G023497	2
N1	G016499	2
N1	G015993	2
N1	G028534	2
N1	G024877	2
N1	G002753	2
N1	G002858	2
N1	G002823	2
N1	G002748	2
N1	G002747	2
N1	G008242	2
N1	G012862	2
N1	G012426	2
N1	G002022	2
N1	G018002	2
N1	G010052	2
N1	G020774	2
N1	G023124	2
N1	G023129	2
N1	G010513	2
N1	G004640	2
N1	G004646	2
N1	G025708	2
N1	G025700	2
N1	G009724	2
N1	G009725	2
N1	G023405	2
N1	G010005	2
N1	G016673	2
N1	G028491	2
N1	G028381	2
N1	G016232	2
N1	G017620	2
N1	G026498	2
N1	G003893	2
N1	G026959	2
N1	G010804	2
N1	G020666	2
N1	G023865	2
N1	G012148	2
N1	G007593	2
N1	G014253	2
N1	G026530	2
N1	G006885	2
N1	G005705	2
N1	G012234	2
N1	G020106	2
N1	G011977	2
N1	G002443	2
N1	G013780	2
N1	G006434	2
N1	G027612	2
N1	G012236	2
N1	G017882	2
N1	G017880	2
N1	G023953	2
N1	G012203	2
N1	G016369	2
N1	G011979	2
N1	G026000	2
N1	G013777	2
N1	G004900	2
N1	G002444	2
N1	G008091	2
N1	G020494	2
N1	G005877	2
N1	G001885	2
N1	G028767	2
N1	G008731	2
N1	G012823	2
N1	G028774	2
N1	G028773	2
N1	G028498	2
N1	G016012	2
N1	G018275	2
N1	G024432	2
N1	G022296	2
N1	G013463	2
N1	G005025	2
N1	G025806	2
N1	G018879	2
N1	G008653	2
N1	G008655	2
N1	G008652	2
N1	G004496	2
N1	G000844	2
N1	G011286	2
N1	G021246	2
N1	G021221	2
N1	G007409	2
N1	G005928	2
N1	G017069	2
N1	G020543	2
N1	G022265	2
N1	G003368	2
N1	G019382	2
N1	G019383	2
N1	G019402	2
N1	G019403	2
N1	G014642	2
N1	G014639	2
N1	G026067	2
N1	G020255	2
N1	G008390	2
N1	G009448	2
N1	G018951	2
N1	G017273	2
N1	G017225	2
N1	G021664	2
N1	G019941	2
N1	G019942	2
N1	G024265	2
N1	G027371	2
N1	G019001	2
N1	G005780	2
N1	G000410	2
N1	G000397	2
N1	G000060	2
N1	G019795	2
N1	G004856	2
N1	G000960	2
N1	G000961	2
N1	G019541	2
N1	G011033	2
N1	G027415	2
N1	G013276	2
N1	G021485	2
N1	G011185	2
N1	G021042	2
N1	G007915	2
N1	G007079	2
N1	G004275	2
N1	G027641	2
N1	G007355	2
N1	G027520	2
N1	G009197	2
N1	G025721	2
N1	G022294	2
N1	G001487	2
N1	G016354	2
N1	G017340	2
N1	G007216	2
N1	G003582	2
N1	G021461	2
N1	G006353	2
N1	G003653	2
N1	G026460	2
N1	G026976	2
N1	G003622	2
N1	G008204	2
N1	G008207	2
N1	G026438	2
N1	G011132	2
N1	G012180	2
N1	G018784	2
N1	G019289	2
N1	G028400	2
N1	G004679	2
N1	G004680	2
N1	G004695	2
N1	G013194	2
N1	G011090	2
N1	G023252	2
N1	G016092	2
N1	G016091	2
N1	G011848	2
N1	G006501	2
N1	G003017	2
N1	G004185	2
N1	G010000	2
N1	G023662	2
N1	G006743	2
N1	G003764	2
N1	G025013	2
N1	G001204	2
N1	G023848	2
N1	G005961	2
N1	G008382	2
N1	G003605	2
N1	G020269	2
N1	G014614	2
N1	G011269	2
N1	G018549	2
N1	G025390	2
N1	G012807	2
N1	G012806	2
N1	G013186	2
N1	G027736	2
N1	G002383	2
N1	G020510	2
N1	G016660	2
N1	G016664	2
N1	G018304	2
N1	G004266	2
N1	G004954	2
N1	G017266	2
N1	G028722	2
N1	G006652	2
N1	G006653	2
N1	G018309	2
N1	G014365	2
N1	G021726	2
N1	G003631	2
N1	G025241	2
N1	G021638	2
N1	G004916	2
N1	G005537	2
N1	G009397	2
N1	G019943	2
N1	G027678	2
N1	G016114	2
N1	G020282	2
N1	G018492	2
N1	G003459	2
N1	G003460	2
N1	G001708	2
N1	G017404	2
N1	G021730	2
N1	G022966	2
N1	G023494	2
N1	G006641	2
N1	G008232	2
N1	G027084	2
N1	G027358	2
N1	G004726	2
N1	G004725	2
N1	G013737	2
N1	G027786	2
N1	G013430	2
N1	G018453	2
N1	G025923	2
N1	G018236	2
N1	G010796	2
N1	G010658	2
N1	G016296	2
N1	G026171	2
N1	G017475	2
N1	G021971	2
N1	G019765	2
N1	G004589	2
N1	G020360	2
N1	G021405	2
N1	G021406	2
N1	G020274	2
N1	G014188	2
N1	G014186	2
N1	G014192	2
N1	G014187	2
N1	G014198	2
N1	G014194	2
N1	G027848	2
N1	G009727	2
N1	G000649	2
N1	G001239	2
N1	G010533	2
N1	G010080	2
N1	G009047	2
N1	G001109	2
N1	G001108	2
N1	G002668	2
N1	G003314	2
N1	G009166	2
N1	G019114	2
N1	G025546	2
N1	G025753	2
N1	G019837	2
N1	G026686	2
N1	G022291	2
N1	G016175	2
N1	G018849	2
N1	G007615	2
N1	G026868	2
N1	G010095	2
N1	G011099	2
N1	G021935	2
N1	G013600	2
N1	G013329	2
N1	G017165	2
N1	G010094	2
N1	G007634	2
N1	G000778	2
N1	G000777	2
N1	G000441	2
N1	G012118	2
N1	G026469	2
N1	G026471	2
N1	G004477	2
N1	G022432	2
N1	G004727	2
N1	G013227	2
N1	G021372	2
N1	G004212	2
N1	G011540	2
N1	G011692	2
N1	G006122	2
N1	G012631	2
N1	G010932	2
N1	G010955	2
N1	G006616	2
N1	G006617	2
N1	G018299	2
N1	G000451	2
N1	G000426	2
N1	G013824	2
N1	G008903	2
N1	G022077	2
N1	G007583	2
N1	G002019	2
N1	G016804	2
N1	G009294	2
N1	G009281	2
N1	G005915	2
N1	G022882	2
N1	G027805	2
N1	G019551	2
N1	G026205	2
N1	G021398	2
N1	G028536	2
N1	G018494	2
N1	G025373	2
N1	G000596	2
N1	G000591	2
N1	G000590	2
N1	G000595	2
N1	G000592	2
N1	G024770	2
N1	G027198	2
N1	G016962	2
N1	G007200	2
N1	G016321	2
N1	G004276	2
N1	G027956	2
N1	G005864	2
N1	G001650	2
N1	G021781	2
N1	G027120	2
N1	G027104	2
N1	G014962	2
N1	G014963	2
N1	G024933	2
N1	G018084	2
N1	G028734	2
N1	G018982	2
N1	G015821	2
N1	G003716	2
N1	G022764	2
N1	G028338	2
N1	G016043	2
N1	G000479	2
N1	G000044	2
N1	G000305	2
N1	G000085	2
N1	G000159	2
N1	G000294	2
N1	G000045	2
N1	G000183	2
N1	G000084	2
N1	G000475	2
N1	G000073	2
N1	G000224	2
N1	G000043	2
N1	G000217	2
N1	G000281	2
N1	G000042	2
N1	G000087	2
N1	G000182	2
N1	G000012	2
N1	G000293	2
N1	G018298	2
N1	G005317	2
N1	G004113	2
N1	G017480	2
N1	G020158	2
N1	G017130	2
N1	G028840	2
N1	G005016	2
N1	G000435	2
N1	G000457	2
N1	G021104	2
N1	G023819	2
N1	G028482	2
N1	G016834	2
N1	G014920	2
N1	G021867	2
N1	G023778	2
N1	G026671	2
N1	G005644	2
N1	G008210	2
N1	G016103	2
N1	G018339	2
N1	G008208	2
N1	G010811	2
N1	G024752	2
N1	G017798	2
N1	G027633	2
N1	G004754	2
N1	G010776	2
N1	G022658	2
N1	G025221	2
N1	G027291	2
N1	G026143	2
N1	G024427	2
N1	G017154	2
N1	G022829	2
N1	G007202	2
N1	G019818	2
N1	G022752	2
N1	G023164	2
N1	G028497	2
N1	G006326	2
N1	G011591	2
N1	G021299	2
N1	G008025	2
N1	G007281	2
N1	G001744	2
N1	G001745	2
N1	G006515	2
N1	G015990	2
N1	G014789	2
N1	G012073	2
N1	G004357	2
N1	G008743	2
N1	G008172	2
N1	G017189	2
N1	G009285	2
N1	G012195	2
N1	G016262	2
N1	G012085	2
N1	G005021	2
N1	G006535	2
N1	G006536	2
N1	G025253	2
N1	G024901	2
N1	G004759	2
N1	G024997	2
N1	G026245	2
N1	G019856	2
N1	G017666	2
N1	G003371	2
N1	G023104	2
N1	G006969	2
N1	G020886	2
N1	G020659	2
N1	G010790	2
N1	G006936	2
N1	G021827	2
N1	G012079	2
N1	G008001	2
N1	G012930	2
N1	G014928	2
N1	G014929	2
N1	G002596	2
N1	G010523	2
N1	G011535	2
N1	G025605	2
N1	G014300	2
N1	G024778	2
N1	G013893	2
N1	G016743	2
N1	G022801	2
N1	G007578	2
N1	G008184	2
N1	G001462	2
N1	G006836	2
N1	G028562	2
N1	G022825	2
N1	G001528	2
N1	G027314	2
N1	G012844	2
N1	G020698	2
N1	G021473	2
N1	G028324	2
N1	G028323	2
N1	G001722	2
N1	G020631	2
N1	G012961	2
N1	G025412	2
N1	G010569	2
N1	G004381	2
N1	G022864	2
N1	G009522	2
N1	G001207	2
N1	G012517	2
N1	G012526	2
N1	G012524	2
N1	G012514	2
N1	G012525	2
N1	G012507	2
N1	G012508	2
N1	G012530	2
N1	G012527	2
N1	G012506	2
N1	G026334	2
N1	G023928	2
N1	G023947	2
N1	G009031	2
N1	G010402	2
N1	G003546	2
N1	G027872	2
N1	G027862	2
N1	G027866	2
N1	G027873	2
N1	G016048	2
N1	G027285	2
N1	G025511	2
N1	G018859	2
N1	G013035	2
N1	G018458	2
N1	G011257	2
N1	G004056	2
N1	G026453	2
N1	G012668	2
N1	G006811	2
N1	G028322	2
N1	G007050	2
N1	G007061	2
N1	G027572	2
N1	G026734	2
N1	G007819	2
N1	G011713	2
N1	G024984	2
N1	G021065	2
N1	G028275	2
N1	G019507	2
N1	G021552	2
N1	G021546	2
N1	G011227	2
N1	G005941	2
N1	G001372	2
N1	G000828	2
N1	G009613	2
N1	G025644	2
N1	G011126	2
N1	G004156	2
N1	G020173	2
N1	G027831	2
N1	G022006	2
N1	G024429	2
N1	G022487	2
N1	G005872	2
N1	G019718	2
N1	G007271	2
N1	G020949	2
N1	G017555	2
N1	G013021	2
N1	G013022	2
N1	G013024	2
N1	G008309	2
N1	G024946	2
N1	G018476	2
N1	G018475	2
N1	G011494	2
N1	G023648	2
N1	G005072	2
N1	G018679	2
N1	G020982	2
N1	G024725	2
N1	G025352	2
N1	G017907	2
N1	G016922	2
N1	G015938	2
N1	G001064	2
N1	G011331	2
N1	G004495	2
N1	G004494	2
N1	G018232	2
N1	G006210	2
N1	G009461	2
N1	G010222	2
N1	G020483	2
N1	G005145	2
N1	G019935	2
N1	G026764	2
N1	G016809	2
N1	G009025	2
N1	G011273	2
N1	G005826	2
N1	G027827	2
N1	G005574	2
N1	G022402	2
N1	G009486	2
N1	G006433	2
N1	G018721	2
N1	G022456	2
N1	G026237	2
N1	G028344	2
N1	G022376	2
N1	G010307	2
N1	G021920	2
N1	G006432	2
N1	G003958	2
N1	G005823	2
N1	G020212	2
N1	G020829	2
N1	G013231	2
N1	G008112	2
N1	G008128	2
N1	G019229	2
N1	G007708	2
N1	G009462	2
N1	G005767	2
N1	G001962	2
N1	G006261	2
N1	G006264	2
N1	G004502	2
N1	G009366	2
N1	G010698	2
N1	G017313	2
N1	G004850	2
N1	G006087	2
N1	G017700	2
N1	G026883	2
N1	G026985	2
N1	G026986	2
N1	G024256	2
N1	G022488	2
N1	G014738	2
N1	G016089	2
N1	G014505	2
N1	G014059	2
N1	G022886	2
N1	G010628	2
N1	G022058	2
N1	G012013	2
N1	G013527	2
N1	G026882	2
N1	G022533	2
N1	G001989	2
N1	G016443	2
N1	G016746	2
N1	G022372	2
N1	G001568	2
N1	G001567	2
N1	G001577	2
N1	G001268	2
N1	G028481	2
N1	G019429	2
N1	G006613	2
N1	G025023	2
N1	G018945	2
N1	G016271	2
N1	G001963	2
N1	G001788	2
N1	G018771	2
N1	G018394	2
N1	G023669	2
N1	G023364	2
N1	G023365	2
N1	G004353	2
N1	G004147	2
N1	G004151	2
N1	G001640	2
N1	G008874	2
N1	G019613	2
N1	G020324	2
N1	G009252	2
N1	G011052	2
N1	G011347	2
N1	G018276	2
N1	G019746	2
N1	G025636	2
N1	G010914	2
N1	G005146	2
N1	G023850	2
N1	G003662	2
N1	G026295	2
N1	G024294	2
N1	G014837	2
N1	G005028	2
N1	G016445	2
N1	G016208	2
N1	G016206	2
N1	G016207	2
N1	G016607	2
N1	G016610	2
N1	G006356	2
N1	G005610	2
N1	G024231	2
N1	G020308	2
N1	G020307	2
N1	G020922	2
N1	G024110	2
N1	G004167	2
N1	G005886	2
N1	G020371	2
N1	G017617	2
N1	G023296	2
N1	G017280	2
N1	G022122	2
N1	G019250	2
N1	G014930	2
N1	G004458	2
N1	G023163	2
N1	G023658	2
N1	G004247	2
N1	G026202	2
N1	G004498	2
N1	G015267	2
N1	G014951	2
N1	G027779	2
N1	G016914	2
N1	G008651	2
N1	G023942	2
N1	G012217	2
N1	G007036	2
N1	G001643	2
N1	G017799	2
N1	G002584	2
N1	G001411	2
N1	G005330	2
N1	G007052	2
N1	G002382	2
N1	G028493	2
N1	G019276	2
N1	G019747	2
N1	G002054	2
N1	G009442	2
N1	G005215	2
N1	G017659	2
N1	G012279	2
N1	G012280	2
N1	G026632	2
N1	G025286	2
N1	G024820	2
N1	G005467	2
N1	G010133	2
N1	G024648	2
N1	G028134	2
N1	G010754	2
N1	G010760	2
N1	G017607	2
N1	G008245	2
N1	G022495	2
N1	G012996	2
N1	G013926	2
N1	G019080	2
N1	G004236	2
N1	G004233	2
N1	G021632	2
N1	G017327	2
N1	G017336	2
N1	G017300	2
N1	G009045	2
N1	G017335	2
N1	G024418	2
N1	G024419	2
N1	G008847	2
N1	G004922	2
N1	G018747	2
N1	G001401	2
N1	G023270	2
N1	G025719	2
N1	G017539	2
N1	G006907	2
N1	G008357	2
N1	G022438	2
N1	G020113	2
N1	G025115	2
N1	G024433	2
N1	G028151	2
N1	G004009	2
N1	G007702	2
N1	G006812	2
N1	G017228	2
N1	G019844	2
N1	G019519	2
N1	G011121	2
N1	G023347	2
N1	G005194	2
N1	G006328	2
N1	G006244	2
N1	G005155	2
N1	G006742	2
N1	G028807	2
N1	G007774	2
N1	G022132	2
N1	G022924	2
N1	G022925	2
N1	G022747	2
N1	G012811	2
N1	G008400	2
N1	G011243	2
N1	G011758	2
N1	G008116	2
N1	G008119	2
N1	G008120	2
N1	G008125	2
N1	G008117	2
N1	G020197	2
N1	G020191	2
N1	G020198	2
N1	G007424	2
N1	G001421	2
N1	G000744	2
N1	G000709	2
N1	G000749	2
N1	G000587	2
N1	G001654	2
N1	G010578	2
N1	G020528	2
N1	G020530	2
N1	G016560	2
N1	G002445	2
N1	G001354	2
N1	G028897	2
N1	G018369	2
N1	G020881	2
N1	G025754	2
N1	G025368	2
N1	G022290	2
N1	G003824	2
N1	G006544	2
N1	G005416	2
N1	G020917	2
N1	G021509	2
N1	G011316	2
N1	G016378	2
N1	G005294	2
N1	G019928	2
N1	G004004	2
N1	G007418	2
N1	G007358	2
N1	G007419	2
N1	G012588	2
N1	G011480	2
N1	G020124	2
N1	G023324	2
N1	G015943	2
N1	G005349	2
N1	G013337	2
N1	G003722	2
N1	G006687	2
N1	G006149	2
N1	G006094	2
N1	G001641	2
N1	G018143	2
N1	G020356	2
N1	G022579	2
N1	G006843	2
N1	G003426	2
N1	G003345	2
N1	G028637	2
N1	G026572	2
N1	G016592	2
N1	G004603	2
N1	G002158	2
N1	G011239	2
N1	G019744	2
N1	G027979	2
N1	G014064	2
N1	G016044	2
N1	G019398	2
N1	G014594	2
N1	G021554	2
N1	G022039	2
N1	G004029	2
N1	G026732	2
N1	G018240	2
N1	G011458	2
N1	G023782	2
N1	G006658	2
N1	G001894	2
N1	G001893	2
N1	G005267	2
N1	G016580	2
N1	G011353	2
N1	G012889	2
N1	G015999	2
N1	G018083	2
N1	G001208	2
N1	G005679	2
N1	G012016	2
N1	G007413	2
N1	G014346	2
N1	G016234	2
N1	G005648	2
N1	G021675	2
N1	G011456	2
N1	G011473	2
N1	G007552	2
N1	G007551	2
N1	G020469	2
N1	G019573	2
N1	G023684	2
N1	G008681	2
N1	G008683	2
N1	G024938	2
N1	G028775	2
N1	G023286	2
N1	G012899	2
N1	G012897	2
N1	G017453	2
N1	G014491	2
N1	G006721	2
N1	G027488	2
N1	G012878	2
N1	G022412	2
N1	G018933	2
N1	G002459	2
N1	G016802	2
N1	G010866	2
N1	G026322	2
N1	G008006	2
N1	G025179	2
N1	G021776	2
N1	G011397	2
N1	G019171	2
N1	G022323	2
N1	G019511	2
N1	G006917	2
N1	G028383	2
N1	G014344	2
N1	G014696	2
N1	G008138	2
N1	G008139	2
N1	G008140	2
N1	G008133	2
N1	G027959	2
N1	G011247	2
N1	G023173	2
N1	G020338	2
N1	G007626	2
N1	G003520	2
N1	G003802	2
N1	G026352	2
N1	G014531	2
N1	G025378	2
N1	G017127	2
N1	G004435	2
N1	G008487	2
N1	G018633	2
N1	G027808	2
N1	G012433	2
N1	G004504	2
N1	G012929	2
N1	G020078	2
N1	G005445	2
N1	G022862	2
N1	G023480	2
N1	G018127	2
N1	G027192	2
N1	G022536	2
N1	G005306	2
N1	G004500	2
N1	G004501	2
N1	G010984	2
N1	G010983	2
N1	G014787	2
N1	G003911	2
N1	G016097	2
N1	G022362	2
N1	G025877	2
N1	G020299	2
N1	G028797	2
N1	G004944	2
N1	G028628	2
N1	G004701	2
N1	G007860	2
N1	G020716	2
N1	G016152	2
N1	G003713	2
N1	G004328	2
N1	G023113	2
N1	G009916	2
N1	G024013	2
N1	G002164	2
N1	G023962	2
N1	G000489	2
N1	G001206	2
N1	G005320	2
N1	G021666	2
N1	G011436	2
N1	G011601	2
N1	G005486	2
N1	G026911	2
N1	G012621	2
N1	G012620	2
N1	G028503	2
N1	G028506	2
N1	G005024	2
N1	G015302	2
N1	G020712	2
N1	G026626	2
N1	G019506	2
N1	G022075	2
N1	G015771	2
N1	G001187	2
N1	G020076	2
N1	G020275	2
N1	G017833	2
N1	G013351	2
N1	G023146	2
N1	G011104	2
N1	G009903	2
N1	G009904	2
N1	G014992	2
N1	G025360	2
N1	G019044	2
N1	G020379	2
N1	G011401	2
N1	G001709	2
N1	G001710	2
N1	G016838	2
N1	G022811	2
N1	G017610	2
N1	G013989	2
N1	G028537	2
N1	G003669	2
N1	G015987	2
N1	G014313	2
N1	G014669	2
N1	G021885	2
N1	G009464	2
N1	G018877	2
N1	G020261	2
N1	G011628	2
N1	G024636	2
N1	G008306	2
N1	G024804	2
N1	G021484	2
N1	G000776	2
N1	G016335	2
N1	G023225	2
N1	G019410	2
N1	G010704	2
N1	G005310	2
N1	G027182	2
N1	G004613	2
N1	G017267	2
N1	G019350	2
N1	G004223	2
N1	G011281	2
N1	G016654	2
N1	G028141	2
N1	G011251	2
N1	G019749	2
N1	G016401	2
N1	G001202	2
N1	G001266	2
N1	G016016	2
N1	G001811	2
N1	G015303	2
N1	G025077	2
N1	G014807	2
N1	G027461	2
N1	G021965	2
N1	G006391	2
N1	G007141	2
N1	G001292	2
N1	G002542	2
N1	G001679	2
N1	G020397	2
N1	G028477	2
N1	G021702	2
N1	G005074	2
N1	G022303	2
N1	G024651	2
N1	G004043	2
N1	G023351	2
N1	G008381	2
N1	G025002	2
N1	G005221	2
N1	G018653	2
N1	G021313	2
N1	G024213	2
N1	G024738	2
N1	G018262	2
N1	G016090	2
N1	G006289	2
N1	G022797	2
N1	G014660	2
N1	G014118	2
N1	G001747	2
N1	G026504	2
N1	G026502	2
N1	G019497	2
N1	G019406	2
N1	G019405	2
N1	G026404	2
N1	G003970	2
N1	G005269	2
N1	G015301	2
N1	G008418	2
N1	G006573	2
N1	G008371	2
N1	G004186	2
N1	G023380	2
N1	G027401	2
N1	G020129	2
N1	G026474	2
N1	G015722	2
N1	G000645	2
N1	G016736	2
N1	G018504	2
N1	G027077	2
N1	G023667	2
N1	G020560	2
N1	G016265	2
N1	G006457	2
N1	G025549	2
N1	G006136	2
N1	G006449	2
N1	G020699	2
N1	G024403	2
N1	G003422	2
N1	G003737	2
N1	G004334	2
N1	G012423	2
N1	G027700	2
N1	G009444	2
N1	G022305	2
N1	G015828	2
N1	G021608	2
N1	G018301	2
N1	G009156	2
N1	G024663	2
N1	G023145	2
N1	G006284	2
N1	G006288	2
N1	G002416	2
N1	G001736	2
N1	G026236	2
N1	G003543	2
N1	G020985	2
N1	G005101	2
N1	G016274	2
N1	G006669	2
N1	G025946	2
N1	G021640	2
N1	G007414	2
N1	G012287	2
N1	G003571	2
N1	G020164	2
N1	G012188	2
N1	G012189	2
N1	G012794	2
N1	G015981	2
N1	G015973	2
N1	G015972	2
N1	G020234	2
N1	G013604	2
N1	G006006	2
N1	G019563	2
N1	G001032	2
N1	G009339	2
N1	G001514	2
N1	G018416	2
N1	G020149	2
N1	G006490	2
N1	G020492	2
N1	G010459	2
N1	G027699	2
N1	G023006	2
N1	G019467	2
N1	G012964	2
N1	G004919	2
N1	G004920	2
N1	G020206	2
N1	G011035	2
N1	G025607	2
N1	G001339	2
N1	G028531	2
N1	G014094	2
N1	G001741	2
N1	G001975	2
N1	G010109	2
N1	G010110	2
N1	G019880	2
N1	G028261	2
N1	G022137	2
N1	G027179	2
N1	G015871	2
N1	G019555	2
N1	G016350	2
N1	G004130	2
N1	G008142	2
N1	G009387	2
N1	G004191	2
N1	G019558	2
N1	G018717	2
N1	G025444	2
N1	G014213	2
N1	G028191	2
N1	G021770	2
N1	G022845	2
N1	G023959	2
N1	G021795	2
N1	G018943	2
N1	G017503	2
N1	G020572	2
N1	G020571	2
N1	G011545	2
N1	G016494	2
N1	G016958	2
N1	G020830	2
N1	G001338	2
N1	G016250	2
N1	G023231	2
N1	G021492	2
N1	G006497	2
N1	G017417	2
N1	G002108	2
N1	G028573	2
N1	G002585	2
N1	G020119	2
N1	G024754	2
N1	G016450	2
N1	G026573	2
N1	G026608	2
N1	G026592	2
N1	G026585	2
N1	G005712	2
N1	G019517	2
N1	G003423	2
N1	G005350	2
N1	G006119	2
N1	G017260	2
N1	G004183	2
N1	G023097	2
N1	G008284	2
N1	G008252	2
N1	G028879	2
N1	G017343	2
N1	G014319	2
N1	G021032	2
N1	G024080	2
N1	G016383	2
N1	G013377	2
N1	G007276	2
N1	G026955	2
N1	G026580	2
N1	G011163	2
N1	G021462	2
N1	G008243	2
N1	G026354	2
N1	G025130	2
N1	G010749	2
N1	G001466	2
N1	G024631	2
N1	G019989	2
N1	G023369	2
N1	G022231	2
N1	G004108	2
N1	G012265	2
N1	G011306	2
N1	G004192	2
N1	G020167	2
N1	G026290	2
N1	G020278	2
N1	G018071	2
N1	G019518	2
N1	G012629	2
N1	G006198	2
N1	G026912	2
N1	G014058	2
N1	G001063	2
N1	G001038	2
N1	G020867	2
N1	G006373	2
N1	G016726	2
N1	G005897	2
N1	G018632	2
N1	G023818	2
N1	G009954	2
N1	G010330	2
N1	G027902	2
N1	G004564	2
N1	G026717	2
N1	G026715	2
N1	G004209	2
N1	G001122	2
N1	G024597	2
N1	G027306	2
N1	G003654	2
N1	G012063	2
N1	G021490	2
N1	G012017	2
N1	G008170	2
N1	G011543	2
N1	G015260	2
N1	G005388	2
N1	G018560	2
N1	G017255	2
N1	G022894	2
N1	G022633	2
N1	G027386	2
N1	G003815	2
N1	G025452	2
N1	G001748	2
N1	G011558	2
N1	G011533	2
N1	G027592	2
N1	G022315	2
N1	G021476	2
N1	G016643	2
N1	G010196	2
N1	G010027	2
N1	G027217	2
N1	G023138	2
N1	G009526	2
N1	G019404	2
N1	G008899	2
N1	G008898	2
N1	G018683	2
N1	G001553	2
N1	G023207	2
N1	G007382	2
N1	G007386	2
N1	G007381	2
N1	G007391	2
N1	G007376	2
N1	G001320	2
N1	G001321	2
N1	G001316	2
N1	G001313	2
N1	G007670	2
N1	G007685	2
N1	G002070	2
N1	G028798	2
N1	G006033	2
N1	G004719	2
N1	G004977	2
N1	G003658	2
N1	G025526	2
N1	G003562	2
N1	G008576	2
N1	G016374	2
N1	G014117	2
N1	G019890	2
N1	G019854	2
N1	G027843	2
N1	G006329	2
N1	G027428	2
N1	G028201	2
N1	G005274	2
N1	G027644	2
N1	G027464	2
N1	G027451	2
N1	G024720	2
N1	G016515	2
N1	G012277	2
N1	G016725	2
N1	G021828	2
N1	G025152	2
N1	G017565	2
N1	G028560	2
N1	G027382	2
N1	G018308	2
N1	G026472	2
N1	G004622	2
N1	G024107	2
N1	G016326	2
N1	G021539	2
N1	G027550	2
N1	G014450	2
N1	G006761	2
N1	G020512	2
N1	G020514	2
N1	G019939	2
N1	G000362	2
N1	G015964	2
N1	G018091	2
N1	G001857	2
N1	G018132	2
N1	G002027	2
N1	G005183	2
N1	G018398	2
N1	G007292	2
N1	G007301	2
N1	G022157	2
N1	G006183	2
N1	G004078	2
N1	G023492	2
N1	G021594	2
N1	G003228	2
N1	G013076	2
N1	G023250	2
N1	G020500	2
N1	G011622	2
N1	G006499	2
N1	G004110	2
N1	G013082	2
N1	G024396	2
N1	G026344	2
N1	G001445	2
N1	G009535	2
N1	G015071	2
N1	G015087	2
N1	G024812	2
N1	G023868	2
N1	G020744	2
N1	G013932	2
N1	G014709	2
N1	G019274	2
N1	G019040	2
N1	G028401	2
N1	G015689	2
N1	G016723	2
N1	G026448	2
N1	G013819	2
N1	G013839	2
N1	G014643	2
N1	G012541	2
N1	G005685	2
N1	G020740	2
N1	G019955	2
N1	G013433	2
N1	G021296	2
N1	G007592	2
N1	G020267	2
N1	G026689	2
N1	G014933	2
N1	G010969	2
N1	G010596	2
N1	G008931	2
N1	G023833	2
N1	G020283	2
N1	G018830	2
N1	G019327	2
N1	G028037	2
N1	G012683	2
N1	G017387	2
N1	G021787	2
N1	G021816	2
N1	G023536	2
N1	G021727	2
N1	G011723	2
N1	G012886	2
N1	G004549	2
N1	G004547	2
N1	G010103	2
N1	G021423	2
N1	G004199	2
N1	G005733	2
N1	G021286	2
N1	G001161	2
N1	G027860	2
N1	G002492	2
N1	G022990	2
N1	G022991	2
N1	G011297	2
N1	G020775	2
N1	G022018	2
N1	G002322	2
N1	G002313	2
N1	G002314	2
N1	G002321	2
N1	G012595	2
N1	G002384	2
N1	G016601	2
N1	G014100	2
N1	G006201	2
N1	G015296	2
N1	G006853	2
N1	G018085	2
N1	G005833	2
N1	G003943	2
N1	G016452	2
N1	G020097	2
N1	G025755	2
N1	G005427	2
N1	G010692	2
N1	G024831	2
N1	G018671	2
N1	G021107	2
N1	G012894	2
N1	G012895	2
N1	G016188	2
N1	G016237	2
N1	G015375	2
N1	G003645	2
N1	G021300	2
N1	G022967	2
N1	G018853	2
N1	G007471	2
N1	G023190	2
